repo_name,category,file_path,line_number,keyword,debt_type,line_content
open-mmlab/mmdetection,Computer Vision,tools/test_tracking.py,15,TODO,Requirement Debt,"# TODO: support fuse_conv_bn, visualization, and format_only"
open-mmlab/mmdetection,Computer Vision,tools/test_tracking.py,31,XXX,Design Debt,'in xxx=yyy format will be merged into config file. If the value to '
open-mmlab/mmdetection,Computer Vision,tools/train.py,39,XXX,Design Debt,'in xxx=yyy format will be merged into config file. If the value to '
huggingface/pytorch-image-models,Computer Vision,bulk_runner.py,204,FIXME,Defect Debt,# FIXME batch_size retry loop is currently done in either validation.py or benchmark.py
huggingface/pytorch-image-models,Computer Vision,legacy_train.py,512,FIXME,Defect Debt,args.num_classes = model.num_classes  # FIXME handle model default vs config num_classes more elegantly
huggingface/pytorch-image-models,Computer Vision,legacy_train.py,535,FIXME,Defect Debt,"model.to(device=device, dtype=model_dtype)  # FIXME move model device & dtype into create_model"
huggingface/pytorch-image-models,Computer Vision,legacy_train.py,817,FIXME,Defect Debt,"# FIXME reduces validation padding issues when using TFDS, WDS w/ workers and distributed training"
huggingface/pytorch-image-models,Computer Vision,legacy_train.py,991,FIXME,Defect Debt,"# FIXME we could make the logic below able to handle no eval metrics more gracefully,"
huggingface/pytorch-image-models,Computer Vision,tests/test_models.py,147,TEMP,Design Debt,with tempfile.TemporaryDirectory()  as temp_dir:
huggingface/pytorch-image-models,Computer Vision,tests/test_models.py,220,FIXME,Defect Debt,encoder_only = model.num_classes == 0  # FIXME better approach?
huggingface/pytorch-image-models,Computer Vision,tests/test_models.py,278,TODO,Requirement Debt,assert len(spatial_axis) == 2  # TODO add 1D sequence support
huggingface/pytorch-image-models,Computer Vision,tests/test_models.py,353,FIXME,Defect Debt,if max(input_size) > 320:  # FIXME const
huggingface/pytorch-image-models,Computer Vision,tests/test_models.py,697,FIXME,Defect Debt,# FIXME this test is causing GitHub actions to run out of RAM and abruptly kill the test process
huggingface/pytorch-image-models,Computer Vision,tests/test_optim.py,25,HACK,Design Debt,# HACK relying on internal PyTorch test functionality for comparisons that I don't want to write
huggingface/pytorch-image-models,Computer Vision,tests/test_optim.py,338,FIXME,Defect Debt,"# FIXME momentum variant frequently fails in GitHub runner, but never local after many attempts"
huggingface/pytorch-image-models,Computer Vision,train.py,544,FIXME,Defect Debt,args.num_classes = model.num_classes  # FIXME handle model default vs config num_classes more elegantly
huggingface/pytorch-image-models,Computer Vision,train.py,570,FIXME,Defect Debt,"model.to(device=device, dtype=model_dtype)  # FIXME move model device & dtype into create_model"
huggingface/pytorch-image-models,Computer Vision,train.py,800,FIXME,Defect Debt,"# FIXME reduces validation padding issues when using TFDS, WDS w/ workers and distributed training"
huggingface/pytorch-image-models,Computer Vision,train.py,1090,FIXME,Defect Debt,"# FIXME we could make the logic below able to handle no eval metrics more gracefully,"
huggingface/pytorch-image-models,Computer Vision,validate.py,249,FIXME,Defect Debt,"model = model.to(device=device, dtype=model_dtype)  # FIXME move model device & dtype into create_model"
mlflow/mlflow,MLOps,bin/install.py,5,NOQA,Test Debt,# ruff: noqa: T201
mlflow/mlflow,MLOps,bin/install.py,253,TEMP,Design Debt,with tempfile.TemporaryDirectory() as tmp_dir:
mlflow/mlflow,MLOps,dev/format.py,20,WORKAROUND,Design Debt,"# As a workaround for https://github.com/orgs/community/discussions/165826,"
mlflow/mlflow,MLOps,dev/generate_protos.py,232,TEMP,Design Debt,with tempfile.TemporaryDirectory() as t:
mlflow/mlflow,MLOps,dev/generate_protos.py,265,TEMP,Design Debt,with tempfile.TemporaryDirectory() as temp_gencode_dir:
mlflow/mlflow,MLOps,dev/pyproject.py,78,NOQA,Test Debt,"""""""  # noqa: E501"
mlflow/mlflow,MLOps,dev/pyproject.py,473,TEMP,Design Debt,"""temporary_db_migrations_for_pre_1_users/alembic.ini"","
mlflow/mlflow,MLOps,dev/set_matrix.py,516,TODO,Requirement Debt,# TODO: Update this after fixing ml-package-versions.yml to
mlflow/mlflow,MLOps,dev/update_changelog.py,230,BUG,Defect Debt,"""rn/bug-fix"","
mlflow/mlflow,MLOps,dev/update_changelog.py,239,BUG,Defect Debt,"bug_fixes = Section(""Bug fixes:"", label_to_prs.get(""rn/bug-fix"", []))"
mlflow/mlflow,MLOps,dev/update_changelog.py,245,BUG,Defect Debt,"small_updates = ""Small bug fixes and documentation updates:\n\n"" + ""; "".join("
mlflow/mlflow,MLOps,mlflow/__init__.py,45,NOQA,Test Debt,"artifacts,  # noqa: F401"
mlflow/mlflow,MLOps,mlflow/__init__.py,46,NOQA,Test Debt,"client,  # noqa: F401"
mlflow/mlflow,MLOps,mlflow/__init__.py,47,NOQA,Test Debt,"config,  # noqa: F401"
mlflow/mlflow,MLOps,mlflow/__init__.py,48,NOQA,Test Debt,"data,  # noqa: F401"
mlflow/mlflow,MLOps,mlflow/__init__.py,49,NOQA,Test Debt,"exceptions,  # noqa: F401"
mlflow/mlflow,MLOps,mlflow/__init__.py,50,NOQA,Test Debt,"genai,  # noqa: F401"
mlflow/mlflow,MLOps,mlflow/__init__.py,51,NOQA,Test Debt,"models,  # noqa: F401"
mlflow/mlflow,MLOps,mlflow/__init__.py,52,NOQA,Test Debt,"projects,  # noqa: F401"
mlflow/mlflow,MLOps,mlflow/__init__.py,53,NOQA,Test Debt,"tracking,  # noqa: F401"
mlflow/mlflow,MLOps,mlflow/__init__.py,56,NOQA,Test Debt,from mlflow import tracing  # noqa: F401
mlflow/mlflow,MLOps,mlflow/__init__.py,120,NOQA,Test Debt,from mlflow import (  # noqa: F401
mlflow/mlflow,MLOps,mlflow/__init__.py,267,TODO,Requirement Debt,# TODO: Prompt Registry APIs are moved to the `mlflow.genai` namespace and direct
mlflow/mlflow,MLOps,mlflow/__init__.py,343,NOQA,Test Debt,from mlflow.utils.async_logging.run_operations import RunOperations  # noqa: F401
mlflow/mlflow,MLOps,mlflow/__init__.py,426,TODO,Requirement Debt,# TODO: Prompt Registry APIs are moved to the `mlflow.genai` namespace and direct
mlflow/mlflow,MLOps,mlflow/__init__.py,442,NOQA,Test Debt,from mlflow import gateway  # noqa: F401
mlflow/mlflow,MLOps,mlflow/environment_variables.py,76,TODO,Requirement Debt,# TODO: Remove this block in MLflow 3.2.0
mlflow/mlflow,MLOps,mlflow/environment_variables.py,1002,TEMP,Design Debt,#: eliminate models exfiltration risk associated with temporary scoped token generation used in
mlflow/mlflow,MLOps,mlflow/environment_variables.py,1028,WORKAROUND,Design Debt,"# Temporary workaround: on Databricks Serverless, artifacts uploaded via spark.addArtifact"
mlflow/mlflow,MLOps,mlflow/environment_variables.py,1028,TEMP,Design Debt,"# Temporary workaround: on Databricks Serverless, artifacts uploaded via spark.addArtifact"
mlflow/mlflow,MLOps,tests/conftest.py,139,NOQA,Test Debt,import sqlalchemy  # noqa: F401
mlflow/mlflow,MLOps,tests/conftest.py,734,TEMP,Design Debt,with tempfile.TemporaryDirectory() as temp_dir:
mlflow/mlflow,MLOps,tests/conftest.py,755,NOQA,Test Debt,"print(""Starting mlflow server on port 5000"")  # noqa: T201"
mlflow/mlflow,MLOps,tests/conftest.py,763,NOQA,Test Debt,"print(""MLflow server is not responding yet."")  # noqa: T201"
mlflow/mlflow,MLOps,tests/conftest.py,1071,TEMP,Design Debt,available on PyPI. This fixture serves a wheel for the dev version from a temporary
mlflow/mlflow,MLOps,tests/conftest.py,1211,TEMP,Design Debt,with tempfile.TemporaryDirectory(ignore_cleanup_errors=True) as tmp_dir:
mlflow/mlflow,MLOps,tests/conftest.py,1264,NOQA,Test Debt,import litellm  # noqa: F401
mlflow/mlflow,MLOps,tests/helper_functions.py,195,WORKAROUND,Design Debt,# transient network issues. Retry the build a few times as a workaround.
treeverse/dvc,MLOps,dvc/__init__.py,8,NOQA,Test Debt,from dvc.build import PKG  # noqa: F401
treeverse/dvc,MLOps,dvc/__init__.py,9,NOQA,Test Debt,"from dvc.version import __version__, version_tuple  # noqa: F401"
treeverse/dvc,MLOps,dvc/_debug.py,19,NOQA,Test Debt,"print(""Failed to run profiler, viztracer is not installed"")  # noqa: T201"
treeverse/dvc,MLOps,dvc/_debug.py,42,NOQA,Test Debt,"print(""Failed to run profiler, yappi is not installed"")  # noqa: T201"
treeverse/dvc,MLOps,dvc/_debug.py,70,NOQA,Test Debt,"print(f""\nThread {ctx_id}"")  # noqa: T201"
treeverse/dvc,MLOps,dvc/_debug.py,84,NOQA,Test Debt,"print(""Failed to run profiler, pyinstrument is not installed"")  # noqa: T201"
treeverse/dvc,MLOps,dvc/_debug.py,99,NOQA,Test Debt,"print(profiler.output_text(unicode=True, color=True))  # noqa: T201"
treeverse/dvc,MLOps,dvc/_debug.py,126,NOQA,Test Debt,import ipdb as pdb  # noqa: T100  # ty: ignore[unresolved-import]
treeverse/dvc,MLOps,dvc/_debug.py,128,NOQA,Test Debt,import pdb  # type: ignore[no-redef]  # noqa: T100
treeverse/dvc,MLOps,dvc/_debug.py,141,NOQA,Test Debt,"print(lines, ""\n"", *stack, lines, sep="""", file=sys.stderr)  # noqa: T201"
treeverse/dvc,MLOps,dvc/_debug.py,165,NOQA,Test Debt,return fmt.format(now=now or datetime.now())  # noqa: DTZ005
treeverse/dvc,MLOps,dvc/analytics.py,40,TEMP,Design Debt,"with tempfile.NamedTemporaryFile(delete=False, mode=""w"") as fobj:"
treeverse/dvc,MLOps,dvc/analytics.py,69,TEMP,Design Debt,"The report is generated and stored in a temporary file, see:"
treeverse/dvc,MLOps,dvc/analytics.py,178,NOQA,Test Debt,except Exception as exc:  # noqa: BLE001
treeverse/dvc,MLOps,dvc/cachemgr.py,81,TEMP,Design Debt,Currently used as a temporary location to download files that we don't
treeverse/dvc,MLOps,dvc/compare.py,182,NOQA,Test Debt,"def dropna(  # noqa: C901, PLR0912"
treeverse/dvc,MLOps,dvc/compare.py,226,NOQA,Test Debt,def drop_duplicates(  # noqa: C901
treeverse/dvc,MLOps,dvc/compare.py,344,NOQA,Test Debt,def show_diff(  # noqa: PLR0913
treeverse/dvc,MLOps,dvc/config_schema.py,53,NOQA,Test Debt,def Choices(*choices):  # noqa: N802
treeverse/dvc,MLOps,dvc/config_schema.py,63,NOQA,Test Debt,def ByUrl(mapping):  # noqa: N802
treeverse/dvc,MLOps,dvc/daemon.py,47,NOQA,Test Debt,popen = subprocess.Popen(  # noqa: S603
treeverse/dvc,MLOps,dvc/daemon.py,110,NOQA,Test Debt,"proc = subprocess.Popen(args, shell=False, close_fds=True, **kwargs)  # noqa: S603"
treeverse/dvc,MLOps,dvc/daemon.py,155,NOQA,Test Debt,"file = open(output_file, ""ab"")  # noqa: SIM115"
treeverse/dvc,MLOps,dvc/dagascii.py,83,NOQA,Test Debt,"def line(self, x0, y0, x1, y1, char):  # noqa: C901, PLR0912"
treeverse/dvc,MLOps,dvc/dagascii.py,239,NOQA,Test Debt,Xs = []  # noqa: N806
treeverse/dvc,MLOps,dvc/dagascii.py,240,NOQA,Test Debt,Ys = []  # noqa: N806
treeverse/dvc,MLOps,dvc/database.py,5,TEMP,Design Debt,from tempfile import NamedTemporaryFile
treeverse/dvc,MLOps,dvc/database.py,43,TEMP,Design Debt,"with NamedTemporaryFile(mode, prefix=tail + ""-"", dir=head, delete=False) as f:"
treeverse/dvc,MLOps,dvc/database.py,63,NOQA,Test Debt,"def to_json(self, file: StrOrBytesPath, progress=noop):  # noqa: ARG002"
treeverse/dvc,MLOps,dvc/database.py,70,NOQA,Test Debt,"def export(self, file: StrOrBytesPath, format: str = ""csv"", progress=noop):  # noqa: A002"
treeverse/dvc,MLOps,dvc/database.py,87,NOQA,Test Debt,logger.exception(  # noqa: LOG007
treeverse/dvc,MLOps,dvc/database.py,98,NOQA,Test Debt,"format: str = ""csv"",  # noqa: A002"
treeverse/dvc,MLOps,dvc/database.py,115,TODO,Requirement Debt,# TODO: write installation instructions
treeverse/dvc,MLOps,dvc/dirs.py,40,FIXME,Defect Debt,# FIXME: keeping the old behavior temporarily to avoid dependency conflict.
treeverse/dvc,MLOps,dvc/dirs.py,42,NOQA,Test Debt,"return f""/var/tmp/{APPNAME}""  # noqa: S108"
treeverse/dvc,MLOps,dvc/dvcfile.py,158,NOQA,Test Debt,"def remove(self, force=False):  # noqa: ARG002"
treeverse/dvc,MLOps,dvc/dvcfile.py,174,NOQA,Test Debt,from dvc.stage.loader import SingleStageLoader as LOADER  # noqa: N814
treeverse/dvc,MLOps,dvc/dvcfile.py,211,NOQA,Test Debt,"def remove_stage(self, stage):  # noqa: ARG002"
treeverse/dvc,MLOps,dvc/dvcfile.py,227,NOQA,Test Debt,from dvc.stage.loader import StageLoader as LOADER  # noqa: N814
treeverse/dvc,MLOps,dvc/env.py,17,NOQA,Test Debt,"DVC_STUDIO_TOKEN = ""DVC_STUDIO_TOKEN""  # noqa: S105"
treeverse/dvc,MLOps,dvc/exceptions.py,12,NOQA,Test Debt,class DvcException(Exception):  # noqa: N818
treeverse/dvc,MLOps,dvc/exceptions.py,304,NOQA,Test Debt,class IsADirectoryError(DvcException):  # noqa: A001
treeverse/dvc,MLOps,dvc/info.py,127,NOQA,Test Debt,dependencies.append(  # noqa: PERF401
treeverse/dvc,MLOps,dvc/lock.py,108,NOQA,Test Debt,raise LockError(FAILED_TO_LOCK_MESSAGE)  # noqa: B904
treeverse/dvc,MLOps,dvc/lock.py,208,NOQA,Test Debt,raise LockError(FAILED_TO_LOCK_MESSAGE)  # noqa: B904
treeverse/dvc,MLOps,dvc/logger.py,39,NOQA,Test Debt,"logging.log(level_num, message, *args, **kwargs)  # noqa: LOG015"
treeverse/dvc,MLOps,dvc/logger.py,56,NOQA,Test Debt,class LoggingException(Exception):  # noqa: N818
treeverse/dvc,MLOps,dvc/logger.py,95,NOQA,Test Debt,"def format(self, record) -> str:  # noqa: C901"
treeverse/dvc,MLOps,dvc/logger.py,136,NOQA,Test Debt,"def handleError(self, record):  # noqa: N802"
treeverse/dvc,MLOps,dvc/logger.py,153,NOQA,Test Debt,"except Exception:  # noqa: BLE001, S110"
treeverse/dvc,MLOps,dvc/logger.py,161,NOQA,Test Debt,except Exception:  # noqa: BLE001
treeverse/dvc,MLOps,dvc/output.py,158,NOQA,Test Debt,"raise ValueError(f""'{type(key).__name__}' not supported."")  # noqa: TRY004"
treeverse/dvc,MLOps,dvc/output.py,162,NOQA,Test Debt,raise ValueError(  # noqa: TRY004
treeverse/dvc,MLOps,dvc/output.py,310,NOQA,Test Debt,def __init__(  # noqa: PLR0913
treeverse/dvc,MLOps,dvc/output.py,320,NOQA,Test Debt,"type=None,  # noqa: A002"
treeverse/dvc,MLOps,dvc/output.py,454,FIXME,Defect Debt,# FIXME: if we have Windows path containing / or posix one with \
treeverse/dvc,MLOps,dvc/output.py,455,BUG,Defect Debt,# then we have #2059 bug and can't really handle that.
treeverse/dvc,MLOps,dvc/output.py,746,NOQA,Test Debt,raise ConfirmRemoveError(exc.path)  # noqa: B904
treeverse/dvc,MLOps,dvc/output.py,748,NOQA,Test Debt,raise CacheLinkError([exc.path])  # noqa: B904
treeverse/dvc,MLOps,dvc/output.py,750,NOQA,Test Debt,"raise CheckoutError(exc.paths, {})  # noqa: B904"
treeverse/dvc,MLOps,dvc/output.py,822,NOQA,Test Debt,"def dumpd(self, **kwargs):  # noqa: C901, PLR0912"
treeverse/dvc,MLOps,dvc/output.py,1134,NOQA,Test Debt,raise CollectCacheError(  # noqa: B904
treeverse/dvc,MLOps,dvc/output.py,1148,NOQA,Test Debt,def get_used_objs(  # noqa: PLR0911
treeverse/dvc,MLOps,dvc/output.py,1301,NOQA,Test Debt,raise FileNotFoundError(  # noqa: B904
treeverse/dvc,MLOps,dvc/output.py,1362,NOQA,Test Debt,def add(  # noqa: C901
treeverse/dvc,MLOps,dvc/progress.py,52,NOQA,Test Debt,"bytes=False,  # noqa: A002"
treeverse/dvc,MLOps,dvc/rwlock.py,76,NOQA,Test Debt,"def _check_blockers(tmp_dir, lock, info, *, mode, waiters):  # noqa: C901, PLR0912"
treeverse/dvc,MLOps,dvc/scm.py,10,NOQA,Test Debt,from scmrepo.base import Base  # noqa: TC002
treeverse/dvc,MLOps,dvc/scm.py,48,NOQA,Test Debt,class InvalidRemoteSCMRepo(SCMError):  # noqa: N818
treeverse/dvc,MLOps,dvc/scm.py,68,NOQA,Test Debt,raise into  # noqa: B904
treeverse/dvc,MLOps,dvc/scm.py,178,NOQA,Test Debt,"raise RevError(f""ambiguous Git revision '{rev}'"")  # noqa: B904"
treeverse/dvc,MLOps,dvc/scm.py,182,NOQA,Test Debt,raise RevError(str(exc))  # noqa: B904
treeverse/dvc,MLOps,dvc/scm.py,246,NOQA,Test Debt,"datetime.strptime(commit_date, ""%Y-%m-%d"").timestamp()  # noqa: DTZ007"
treeverse/dvc,MLOps,dvc/updater.py,80,NOQA,Test Debt,except Exception as e:  # noqa: BLE001
treeverse/dvc,MLOps,tests/conftest.py,10,NOQA,Test Debt,from dvc.testing.fixtures import *  # noqa: F403
treeverse/dvc,MLOps,tests/conftest.py,12,NOQA,Test Debt,from .dir_helpers import *  # noqa: F403
treeverse/dvc,MLOps,tests/conftest.py,13,NOQA,Test Debt,from .remotes import *  # noqa: F403
treeverse/dvc,MLOps,tests/conftest.py,14,NOQA,Test Debt,from .scripts import *  # noqa: F403
treeverse/dvc,MLOps,tests/dir_helpers.py,3,TEMP,Design Debt,"includes a temporary dir, initializing git and DVC repos and bootstrapping some"
treeverse/dvc,MLOps,tests/dir_helpers.py,6,TEMP,Design Debt,"The cornerstone of these fixtures is `tmp_dir`, which creates a temporary dir"
PrefectHQ/prefect,MLOps,benches/__main__.py,23,TODO,Requirement Debt,# TODO: These should be overridable
PrefectHQ/prefect,MLOps,benches/bench_cli.py,5,TODO,Requirement Debt,# TODO: Find a way to measure these in CodSpeed
PrefectHQ/prefect,MLOps,benches/bench_flows.py,2,TODO,Requirement Debt,TODO: Add benches for higher number of tasks; blocked by engine deadlocks in CI.
PrefectHQ/prefect,MLOps,benches/bench_flows.py,38,TODO,Requirement Debt,# TODO: Find a way to measure these in CodSpeed.
PrefectHQ/prefect,MLOps,benches/bench_import.py,31,NOQA,Test Debt,import prefect  # noqa
PrefectHQ/prefect,MLOps,benches/bench_import.py,42,NOQA,Test Debt,from prefect import flow  # noqa
PrefectHQ/prefect,MLOps,client/client_flow.py,3,NOQA,Test Debt,import prefect.main  # noqa: F401
PrefectHQ/prefect,MLOps,client/client_flow.py,5,NOQA,Test Debt,"from prefect.concurrency import asyncio, services, sync  # noqa: F401"
PrefectHQ/prefect,MLOps,examples/resume_flow_run_on_pr_merge.py,12,BUG,Defect Debt,"# When a flow run fails due to a bug in your code, you typically need to:"
PrefectHQ/prefect,MLOps,examples/resume_flow_run_on_pr_merge.py,13,BUG,Defect Debt,# 1. Fix the bug in a pull request
PrefectHQ/prefect,MLOps,examples/run_dbt_with_prefect.py,32,TEMP,Design Debt,# - Automatically retries on network failures or temporary dbt errors
PrefectHQ/prefect,MLOps,examples/run_dbt_with_prefect.py,267,TEMP,Design Debt,"# 5. **Automatic Retries** – Each dbt command would automatically retry on failure (network issues, temporary dbt errors, etc.)."
PrefectHQ/prefect,MLOps,integration-tests/test_deploy.py,42,TEMP,Design Debt,# Create GitRepository and set base path to temp directory
PrefectHQ/prefect,MLOps,integration-tests/test_deploy.py,96,TEMP,Design Debt,# Clean up temp directory
PrefectHQ/prefect,MLOps,integration-tests/test_load_flows_concurrently.py,22,TEMP,Design Debt,with tempfile.TemporaryDirectory() as tmpdir:
PrefectHQ/prefect,MLOps,integration-tests/test_runner_resilience.py,98,BUG,Defect Debt,"print(""\nRunner crashed - this demonstrates the bug"")"
PrefectHQ/prefect,MLOps,integration-tests/test_serve_a_flow.py,7,TEMP,Design Debt,"from prefect.settings import PREFECT_RUNNER_POLL_FREQUENCY, temporary_settings"
PrefectHQ/prefect,MLOps,integration-tests/test_serve_a_flow.py,37,TEMP,Design Debt,with temporary_settings({PREFECT_RUNNER_POLL_FREQUENCY: 1}):
PrefectHQ/prefect,MLOps,integration-tests/test_task_worker.py,18,TEMP,Design Debt,"temporary_settings,"
PrefectHQ/prefect,MLOps,integration-tests/test_task_worker.py,40,TEMP,Design Debt,with temporary_settings(
PrefectHQ/prefect,MLOps,integration-tests/test_task_worker.py,57,TEMP,Design Debt,with temporary_settings(
PrefectHQ/prefect,MLOps,integration-tests/test_worker.py,34,NOQA,Test Debt,"WORKER_NAME = f""test-worker-{uuid4()}""  # noqa: F821"
PrefectHQ/prefect,MLOps,scripts/generate_cli_docs.py,1,NOQA,Test Debt,"""""""Generate CLI documentation.""""""  # noqa: INP001"
PrefectHQ/prefect,MLOps,scripts/generate_cli_docs.py,157,NOQA,Test Debt,"assert command_obj, f""Command {command} not found in {obj.name}""  # noqa: S101"
PrefectHQ/prefect,MLOps,scripts/generate_cli_docs.py,166,NOQA,Test Debt,assert command_obj  # noqa: S101
bentoml/BentoML,MLOps,tools/write_report.py,35,NOQA,Test Debt,"f""{package} | {100 if rate == 100 else rate}% ({statements_covered} / {statements})\n""  # noqa: PLR2004"
optuna/optuna,AutoML/RL,optuna/_imports.py,120,TODO,Requirement Debt,TODO: Eliminate lazy import after Python 3.14 is dropped. https://peps.python.org/pep-0810/
optuna/optuna,AutoML/RL,optuna/distributions.py,514,BUG,Defect Debt,# bug for such exceptional choices for less complexity and faster processing.
optuna/optuna,AutoML/RL,optuna/distributions.py,707,TODO,Requirement Debt,# TODO(himkt): Remove this method with the deletion of deprecated distributions.
optuna/optuna,AutoML/RL,tests/test_cli.py,33,TEMP,Design Debt,from optuna.testing.tempfile_pool import NamedTemporaryFilePool
optuna/optuna,AutoML/RL,tests/test_cli.py,122,TEMP,Design Debt,"with NamedTemporaryFilePool() as fp, StorageSupplier(""journal"", file=fp) as storage:"
optuna/optuna,AutoML/RL,tests/test_cli.py,140,TEMP,Design Debt,"with NamedTemporaryFilePool() as fp, StorageSupplier(""journal"", file=fp) as storage:"
optuna/optuna,AutoML/RL,tests/test_cli.py,165,TEMP,Design Debt,"with NamedTemporaryFilePool() as fp, StorageSupplier(""journal"", file=fp) as storage:"
optuna/optuna,AutoML/RL,tests/test_cli.py,184,TEMP,Design Debt,"with NamedTemporaryFilePool() as fp, StorageSupplier(""journal"", file=fp) as storage:"
optuna/optuna,AutoML/RL,tests/test_cli.py,206,TEMP,Design Debt,"with NamedTemporaryFilePool() as fp, StorageSupplier(""journal"", file=fp) as storage:"
optuna/optuna,AutoML/RL,tests/test_cli.py,258,TEMP,Design Debt,"with NamedTemporaryFilePool() as fp, StorageSupplier(""journal"", file=fp) as storage:"
optuna/optuna,AutoML/RL,tests/test_cli.py,283,TEMP,Design Debt,"with NamedTemporaryFilePool() as fp, StorageSupplier(""journal"", file=fp) as storage:"
optuna/optuna,AutoML/RL,tests/test_cli.py,315,TEMP,Design Debt,"with NamedTemporaryFilePool() as fp, StorageSupplier(""journal"", file=fp) as storage:"
optuna/optuna,AutoML/RL,tests/test_cli.py,376,TEMP,Design Debt,"with NamedTemporaryFilePool() as fp, StorageSupplier(""journal"", file=fp) as storage:"
optuna/optuna,AutoML/RL,tests/test_cli.py,443,TEMP,Design Debt,"with NamedTemporaryFilePool() as fp, StorageSupplier(""journal"", file=fp) as storage:"
optuna/optuna,AutoML/RL,tests/test_cli.py,534,TEMP,Design Debt,"with NamedTemporaryFilePool() as fp, StorageSupplier(""journal"", file=fp) as storage:"
optuna/optuna,AutoML/RL,tests/test_cli.py,614,TEMP,Design Debt,"with NamedTemporaryFilePool() as fp, StorageSupplier(""journal"", file=fp) as storage:"
optuna/optuna,AutoML/RL,tests/test_cli.py,690,TEMP,Design Debt,"with NamedTemporaryFilePool() as fp, StorageSupplier(""journal"", file=fp) as storage:"
optuna/optuna,AutoML/RL,tests/test_cli.py,771,TEMP,Design Debt,"with NamedTemporaryFilePool() as fp, StorageSupplier(""journal"", file=fp) as storage:"
optuna/optuna,AutoML/RL,tests/test_cli.py,844,TEMP,Design Debt,"with NamedTemporaryFilePool() as fp, StorageSupplier(""journal"", file=fp) as storage:"
optuna/optuna,AutoML/RL,tests/test_cli.py,929,TEMP,Design Debt,"with NamedTemporaryFilePool() as fp, StorageSupplier(""journal"", file=fp) as storage:"
optuna/optuna,AutoML/RL,tests/test_cli.py,1007,TEMP,Design Debt,"with NamedTemporaryFilePool() as fp, StorageSupplier(""journal"", file=fp) as storage:"
optuna/optuna,AutoML/RL,tests/test_cli.py,1065,TEMP,Design Debt,"with tempfile.NamedTemporaryFile(suffix="".db"") as fp:"
optuna/optuna,AutoML/RL,tests/test_cli.py,1069,TEMP,Design Debt,"with tempfile.NamedTemporaryFile(suffix="".log"") as fp:"
optuna/optuna,AutoML/RL,tests/test_cli.py,1086,TEMP,Design Debt,"with tempfile.NamedTemporaryFile(suffix="".db"") as fp:"
optuna/optuna,AutoML/RL,tests/test_cli.py,1090,TEMP,Design Debt,"with tempfile.NamedTemporaryFile(suffix="".log"") as fp:"
optuna/optuna,AutoML/RL,tests/test_cli.py,1103,TEMP,Design Debt,"with tempfile.NamedTemporaryFile(suffix="".db"") as fp:"
optuna/optuna,AutoML/RL,tests/test_cli.py,1155,TEMP,Design Debt,with NamedTemporaryFilePool() as fp:
optuna/optuna,AutoML/RL,tests/test_cli.py,1211,TEMP,Design Debt,with NamedTemporaryFilePool() as fp:
optuna/optuna,AutoML/RL,tests/test_cli.py,1258,TEMP,Design Debt,with NamedTemporaryFilePool() as fp:
optuna/optuna,AutoML/RL,tests/test_cli.py,1296,TEMP,Design Debt,with NamedTemporaryFilePool() as fp:
optuna/optuna,AutoML/RL,tests/test_cli.py,1336,TEMP,Design Debt,with NamedTemporaryFilePool() as fp:
optuna/optuna,AutoML/RL,tests/test_cli.py,1365,TEMP,Design Debt,with NamedTemporaryFilePool() as fp:
optuna/optuna,AutoML/RL,tests/test_cli.py,1407,TEMP,Design Debt,with NamedTemporaryFilePool() as fp:
optuna/optuna,AutoML/RL,tests/test_cli.py,1449,TEMP,Design Debt,with NamedTemporaryFilePool() as fp:
optuna/optuna,AutoML/RL,tests/test_cli.py,1532,TEMP,Design Debt,with NamedTemporaryFilePool() as fp:
optuna/optuna,AutoML/RL,tests/test_cli.py,1582,TEMP,Design Debt,"with NamedTemporaryFilePool() as fp, StorageSupplier(""journal"", file=fp) as storage:"
optuna/optuna,AutoML/RL,tests/test_distributions.py,444,NOQA,Test Debt,"nan = float(""nan"")  # NOQA"
optuna/optuna,AutoML/RL,tests/test_distributions.py,445,NOQA,Test Debt,"inf = float(""inf"")  # NOQA"
openai/gym,AutoML/RL,tests/testing_env.py,38,TODO,Requirement Debt,# todo: change all testing environment to this generic class
microsoft/nni,AutoML/RL,nni/tuner.py,102,FIXME,Defect Debt,# FIXME: some tuners raise NoMoreTrialError when they are waiting for more trial results
microsoft/nni,AutoML/RL,nni/tuner.py,162,FIXME,Defect Debt,"# FIXME: because Tuner is designed as interface, this API should not be here"
microsoft/nni,AutoML/RL,setup.py,291,TEMP,Design Debt,"'test/temp.json',"
microsoft/nni,AutoML/RL,setup_ts.py,211,TODO,Requirement Debt,# todo: I don't think these should be here
automl/auto-sklearn,AutoML/RL,autosklearn/__init__.py,7,NOQA,Test Debt,from autosklearn.__version__ import __version__  # noqa (imported but unused)
automl/auto-sklearn,AutoML/RL,autosklearn/automl.py,173,TODO,Requirement Debt,# TODO issue 1169
automl/auto-sklearn,AutoML/RL,autosklearn/automl.py,217,TEMP,Design Debt,"temporary_directory: Optional[str] = None,"
automl/auto-sklearn,AutoML/RL,autosklearn/automl.py,323,TEMP,Design Debt,"temporary_directory=temporary_directory,"
automl/auto-sklearn,AutoML/RL,autosklearn/automl.py,329,TODO,Requirement Debt,self._data_memory_limit = None  # TODO: dead variable? Always None
