repo_name,category,file_path,line_number,keyword,debt_type,line_content
automl/auto-sklearn,AutoML/RL,autosklearn/automl.py,365,TEMP,Design Debt,"output_dir=self._backend.temporary_directory,"
automl/auto-sklearn,AutoML/RL,autosklearn/automl.py,389,TEMP,Design Debt,"output_dir=self._backend.temporary_directory,"
automl/auto-sklearn,AutoML/RL,autosklearn/automl.py,447,HACK,Design Debt,# This stats object is a hack - maybe the SMAC stats object should
automl/auto-sklearn,AutoML/RL,autosklearn/automl.py,522,TODO,Requirement Debt,# TODO PR1213
automl/auto-sklearn,AutoML/RL,autosklearn/automl.py,762,TEMP,Design Debt,"self._backend.temporary_directory,"
automl/auto-sklearn,AutoML/RL,autosklearn/automl.py,1015,TEMP,Design Debt,"self._logger.debug(""  tmp_folder: %s"", self._backend.temporary_directory)"
automl/auto-sklearn,AutoML/RL,autosklearn/automl.py,1459,TODO,Requirement Debt,"# TODO, modify this"
automl/auto-sklearn,AutoML/RL,autosklearn/automl.py,1900,TODO,Requirement Debt,# TODO: add those arguments
automl/auto-sklearn,AutoML/RL,autosklearn/automl.py,1902,TODO,Requirement Debt,# TODO remove this restriction!
automl/auto-sklearn,AutoML/RL,autosklearn/automl.py,1949,TODO,Requirement Debt,# TODO remove StatusType.RUNNING at some point in the future when the new
automl/auto-sklearn,AutoML/RL,autosklearn/automl.py,2156,NOQA,Test Debt,"""""""  # noqa: E501"
automl/auto-sklearn,AutoML/RL,autosklearn/classification.py,1,NOQA,Test Debt,from autosklearn.estimators import AutoSklearnClassifier  # noqa (imported but unused)
automl/auto-sklearn,AutoML/RL,autosklearn/estimators.py,402,NOQA,Test Debt,"""""""  # noqa (links are too long)"
automl/auto-sklearn,AutoML/RL,autosklearn/estimators.py,507,TEMP,Design Debt,"temporary_directory=self.tmp_folder,"
automl/auto-sklearn,AutoML/RL,autosklearn/estimators.py,693,NOQA,Test Debt,"""""""  # noqa: E501"
automl/auto-sklearn,AutoML/RL,autosklearn/estimators.py,893,NOQA,Test Debt,"""""""  # noqa: E501"
automl/auto-sklearn,AutoML/RL,autosklearn/estimators.py,1019,NOQA,Test Debt,"""""""  # noqa (links are too long)"
automl/auto-sklearn,AutoML/RL,autosklearn/estimators.py,1020,TODO,Requirement Debt,# TODO validate that `self` is fitted. This is required for
automl/auto-sklearn,AutoML/RL,autosklearn/regression.py,1,NOQA,Test Debt,from autosklearn.estimators import AutoSklearnRegressor  # noqa (imported but unused)
automl/auto-sklearn,AutoML/RL,autosklearn/smbo.py,457,TODO,Requirement Debt,# TODO rebuild target algorithm to be it's own target algorithm
automl/auto-sklearn,AutoML/RL,doc/conf.py,79,WORKAROUND,Design Debt,"# Getting issues with the `-D plot_gallery=0` for sphinx gallery, this is a workaround"
automl/auto-sklearn,AutoML/RL,doc/conf.py,102,TODO,Requirement Debt,# TODO: fix back/forward references for the examples.
automl/auto-sklearn,AutoML/RL,test/conftest.py,9,TODO,Requirement Debt,* todo - ``pytest.mark.todo``` to mark a test which xfails as it's todo
automl/auto-sklearn,AutoML/RL,test/conftest.py,34,TODO,Requirement Debt,or fitted with no ensemble. TODO: Easier example.
automl/auto-sklearn,AutoML/RL,test/conftest.py,139,TODO,Requirement Debt,"todos = [marker for marker in item.iter_markers(name=""todo"")]"
automl/auto-sklearn,AutoML/RL,test/conftest.py,204,TODO,Requirement Debt,"config.addinivalue_line(""markers"", ""todo: Mark test as todo"")"
